GUID,PlayerName,Exp,KDR,PLAYER_KILL,Zombies_Killed,ZMB_KILL,ZMB_MIL_KILL,SUCIDE_DEATH,Total_Deaths,PLAYER_DEATH,TBD_DEATH,CARCRASH_DEATH,ZMB_DEATH,UNKNOWN_DEATH,UNKNOWN_BLEEDDEATH,CUTS,BLEED_OUT,Accuracy,SHOTS_FIRED,SHOTS_HIT,DOOR_LOCKED,Total_Animals_Hunted,ANIMAL_KILL_HEN,ANIMAL_KILL_GOAT,ANIMAL_KILL_PIG,ANIMAL_KILL_COW,ANIMAL_KILL_DEER,ANIMAL_KILL_BEAR,ANIMAL_KILL_WOLF,BODIES_BURIED,BANDAGE_SELF,BANDAGE_TARGET,CPR_TARGET,SALINE_SELF,SALINE_TARGET,BLOOD_SELF,BLOOD_SELF,TREES_CUT,HARVESTED_WEED,HARVESTED_KUSH,HARVESTED_BLUEWEED,HARVESTED_COCA,HARVESTED_PUMKIN,HARVESTED_PEPPER,HARVESTED_ZUCCHINI,HARVESTED_TOMATO,HARVESTED_TABACCO,CLEAN_WEAPON,Total_Built,BUILT_FENCE,BUILT_WATCHTOWER,BUILT_BBPTIER1,BUILT_BBPTIER2,BUILT_BBPTIER3,RAID_FENCE,RAID_WATCHTOWER,HACK_TENT,HACK_FENCE,HACK_BBPTIER1,HACK_BBPTIER2,HACK_BBPTIER3,HEADSHOT,EVENT_KINGOFTHEHILL,LongestSurvivedTime,DistanceTraveledHistorical,SurvivedTimeHistorical,LongestShot,LongestKill
RZ_h3cAisP2Mwf6lk8XDCERDFBuePVPT7iXOzSPGzOo=,Sanic,305,0,1,1,1,0,0,1,0,0,0,1,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4152.177734,477.5940247,778.0893555,4.629531384,4.629531384
D5D1n2FQJFoMDoa8zD5-cuPW5IaNzFIpseJ1mk_Ixfg=,Xenomorphic,74,1,1,14,0,14,0,1,1,0,0,0,0,0,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3888.362549,4394.108398,3888.362549,10.14328098,10.14328098
mmtMQir4SYvhJl2FRXYB8_Mt3hJsnU21J-7MhIKX4Lg=,LysergicDemise,40,0,0,7,7,0,6,1,1,0,0,0,0,0,3,0,0,6,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510.024902,1093.116455,1061.132324,7.575648785,7.575648785
U7xfiS3vkaa8_2_APOAPKSHs-qH7qGcnkd-zASltGjg=,Survivor (5),1039,0,3,26,8,18,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5842.319336,0,0,4.593210697,4.593210697
02wuMu2P-5Ff8l_6-pSwF253M0rEmvUIBYc_hVEUMbQ=,boomer,348,0,1,6,2,4,1,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050.527832,487.5734558,327.105957,21.31830788,21.31830597
W_hioDvPvTjx2nx3JtlqEb6w7lBiI8IempAomIHh94M=,Borys Vladzjuten,301,1,2,6,0,6,1,2,2,0,0,0,0,0,13,0,0,7,16,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4573.286133,7602.742188,5333.616211,153.6927643,153.6927643
maQjugrEcW0quVz0QQ78Q-FounVW868hXU_hB_6q1V0=,Creenis,304,0.666666667,2,0,0,0,8,3,3,0,0,0,0,0,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1919.067383,8433.754883,2535.906738,78.15018463,78.15018463
PzOb9i-QPb3NCSxR2coWPuPl97Cj4wjZjBduI29zekc=,Parkwijk,155,0,0,27,12,15,1,0,0,0,0,0,0,0,0,0,0,8,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5970.61377,381.3063354,210.0679932,0,0
IQkjrZRPeUrochlR5PAwCIMWcX-KXdr2MX9sdhsQZNc=,Jonesy,604,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.063764811,3.063764811
x8MShwNdesnXXnnTGnbZDLUcEym_Kt_DCsoPJBsoEGM=,Rordan Gamsay,43,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4882.866211,0,0,0,0
wj88itIbG6hIxkdHWvurRzoR5WNt8To9eeoVznGpSts=,White,40,0,0,5,5,0,0,1,1,0,0,0,0,0,2,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447.130127,5905.106934,2447.130127,3.83643508,3.83643508
iV8Kp_-oLxiMuIqb5k6nTf0T8WAgS088IYkWGtdeeSw=,Tamar ,825,2,2,11,11,0,3,1,1,0,0,0,0,0,19,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1508.053955,2867.291504,1827.643799,1.363342881,1.363342881
5wyjs5r_lhWndaA6NRfWqCsJZCXSjXPYxClIeidsbAU=,ChickenStick,632,0,1,4,1,3,0,0,0,0,0,0,0,0,1,0,0,5,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1277.073242,0,0,3.006934404,0.882866561
gjcre3efxjxzAfA_88KORFypiY2eXfe4CLvSKL8jaCA=,N3GAA,617,0,2,2,0,2,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544.324463,0,0,2.939109087,2.939109087
leFTBQYWk4CQeu2Ivcrp4O1np1zW6vcqIF4vIXQM76k=,Chynna,318,1,1,2,2,0,0,1,1,0,0,0,0,0,6,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446.035156,1209.885498,1446.035156,2.738927364,2.738927364
e3FxSue4fytcmtsdClu5l4z1BqfBYv2R-_kW8qc_Fa0=,AKOR,309,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221.910156,0,0,5.957680702,5.117110729
mQZBMtjGNGD6HONh2e3SWg0MhyYw7-4I7qklu-ZaMLg=,Gator,307,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.101057172,1.101057172
EIB7-F_YUsVXn1XvyCDRJhJ88s7Lm1Ho1GtJx1PAugc=,BigBlu,307,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.6201172,206.5759277,110.9990234,3.610964775,3.610964775
MJEmo_pMFj2dy1ay0mG9MQBs9VTKXPwi_5P1nnS2VpM=,KyleSilva,307,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2933.637451,6775.661621,3033.717529,3.268113613,3.268113613
iJ3bxAdvt_WHGderL6mXepxiouKWRyVi5aUof892F00=,Survivor (3),305,0.333333333,1,1,0,1,1,3,3,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4583.390625,13696.28516,5704.166016,8.466586113,8.466586113
fG_J3Pqpi-XPQUr6gD1jTBRJrszVuC5DQd-Fpj90ywA=,Dolx,304,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213.593994,347.8481445,295.9681702,7.463800907,7.306375027
BcSU6n1FFswWNkAqg1f7MeenjJbmn2KbJh3SzR3xuHU=,Whidds,301,0.4,2,7,1,6,0,6,5,0,0,1,0,0,30,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2139.314453,10823.78125,4729.266113,32.91972733,32.91972733
7SFrc_gtLEnkkknZ72J-zEDVEaLniwppeV6vInaj_SI=,Hubster814,300,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.15478516,55.31389618,43.15478516,8.045837402,8.045837402
RdkqBuIU0ziKEYJzvg625t1Sktqq6RfAYQq3RVNTkqg=,bonesugar,297,2,2,0,0,0,0,1,1,0,0,0,0,0,3,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128.135742,6280.900879,2128.135742,8.903524399,8.903524399
GpR8t9NEqxyvXDKDnRTIZLtWQCmeoNEDsgwTA26FhjA=,jimbob,248,0,0,51,26,25,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10346.01855,0,0,252.733551,0
RbfgYpz1h2YMzSRNtHJwda9ssOAPN33yokO1Ad2Nj1I=,Harkness,229,0,0,43,36,7,1,1,1,0,0,0,0,0,13,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124812.7656,43686.85156,26284.66016,101.4344711,101.4344711
GeW25tdSiLLaS0ib2Xvmn4JZQGrAUYLDn_jKQULaIis=,Reze-san,105,0,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25599.31055,40011.88281,25599.31055,0,0
rRegy_ljkgPmZ1zin9fcGzwfXulpMqglmXW5GGuokP4=,ResQRandy,95,0,0,18,18,0,0,0,0,0,0,0,0,0,1,0,0,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fFi_2P0HEUiI0JfyeI-pSbvB0i4R0o7qEpyEmKQg_7I=,Huister11,52,0,0,11,0,11,0,1,0,0,0,1,0,0,2,0,0,2,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3722.704102,7648.763184,3722.704102,0,0
SJxFuqgXwcJhFg0a3e-b23mB8opfvmngDeNlmKGbyrQ=,Derayz,40,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.71679688,0,0,0,0
7VhIvn8Ak02FIAMQqPL_wjppz3L3UwLzWp57Jja3LY0=,Curious.Goblin,36,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,10,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4378.797852,0,0,0,0
Ojy_2omSdLtpP3r06p3dZwYQwkL_Dl1tDXMZx4n9KUI=,Nemo,89,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600.620361,0,0,0,0
m6ov3xWRpsjBjTYdeGF-Wgt1GXOZ-7-Dza216QxnaZA=,FLuffy,331,2,2,7,5,2,2,1,1,0,0,0,0,0,3,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3171.60083,8265.581055,3207.463867,8.582716942,8.582716942
GuRxWTxCCk0fMsis4CyD1a0B9MvFSan2FwxlJLnupXE=,XxxCockxxX,111,0,0,33,1,32,6,1,1,0,0,0,0,0,2,0,0,18,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8165.060547,18069.5,8206.861328,0.795963109,0.795963109
VlMP-ez1qB18IV6mxYYMhxjch2UDS8VpjE2EighYDyU=,Survivor,630,1,1,24,6,18,0,1,1,0,0,0,0,0,4,0,0,8,14,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6760.462891,3836.822021,3619.568848,117.3656921,117.3656921
V4oBcr1cJBU10a7z1mUp5jZNS2GLnRdaPHX_QIiaLCE=,QuagmireTM,324,0,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3276.05127,0,0,3.599954128,3.599954128
a0INFw-R-rt0rLkjBHoe5L6cU2VX8pufuGJBDpPKLlY=,Curseddevil666,287,1,1,2,0,2,1,1,1,0,0,0,0,0,7,0,0,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096.550781,12411.97461,5127.519531,4.507439137,4.507439137
Ee5bx8C7A76SqHspSGxR-BQKEmKIjevjWZEQGhTq_zY=,loke,111,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AyovcpzVU-k7BcDuGzM7yV-KGH3x0qrgTMv_4kixuPQ=,HALISH,76,0.666666667,2,18,18,0,0,3,3,0,0,0,0,0,10,0,0,13,22,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3976.502197,8973.650391,7074.040039,68.95431519,68.95431519
NCqGIGAbnfurf56BMcZXB2vyEg5XuylaY_SYZIVyEnA=,Rive,360,0,1,9,3,6,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8557.588867,0,0,13.3653183,5.901043892
7eqdrgWL1VM72LIuUIxbnlDgNFc4WA5A2k85TKVihcw=,BigOlDoinks,349,0,1,7,5,2,0,0,0,0,0,0,0,0,8,0,0,3,5,0,2,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21040.92188,0,0,7.073702812,7.073702812
6D3loIKTqlvgsZkQnVlSdu704wvkH5IyzGH3WcZwZ9c=,SpyderNV,345,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4052.791992,0,0,2.157100201,2.141612768
cWaAqqtsRL5GhMS7l1fMmxqwlLCVnmRxzeP8yJcrqlg=,ShowerShits,299,0,1,4,0,4,1,0,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2443.395996,5127.11377,2443.395996,3.766266584,3.766266584
y9HljiJtTs42U-Cz03q7ojKEQfFbOQhOJYlGSj1QynU=,Agent47,61,0,0,14,14,0,1,1,1,0,0,0,0,0,8,0,0,12,20,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2101.818848,2267.208008,2437.538818,2.726483345,2.726483345
glh9uK9AX6cX46LgNbN3s1QjSW0rY9nEe58Jkd3nDU4=,garciafam20,1049,2,4,18,0,18,0,2,2,0,0,0,0,0,7,0,0,32,52,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9530.21582,13784.27344,11466.04492,22.18878937,22.18878937
PwO5luLFs0FN7xF3TKNgPVm7MXVa4Mc2Yzhper9WK30=,NickC11thAMB,44,0,0,15,11,4,1,2,2,0,0,0,0,0,6,0,0,8,13,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16943.32227,27453.91016,14080.2373,5.268663883,5.268663883
9EBiPZqPMJ31vKL8MdLHUZtvvQhtiuGt_tjwLB2Xivc=,[ R.O.T.A ] BASSO,248,1,4,12,0,12,5,4,4,0,0,0,0,0,11,0,0,23,37,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4992.209961,15748.9248,8006.734863,129.9089355,129.9089355
fXh5NXqbTGoGiqIr72NjCEYzS7SyrIVv7l1BoNJjuk4=,Survivor (2),287,2,2,1,1,0,0,1,1,0,0,0,0,0,6,0,0,5,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5373.278809,3219.640381,5373.278809,27.19536781,27.19536781
SqHtxp_xl8O7EvZ-Cr01POTPCdoZjTrcW-5ZwssZM5s=,Vn7,54,0,0,8,2,6,3,0,0,0,0,0,0,0,0,0,0,15,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.18261719,279.2853699,193.1464844,0,0
Xka2BQb-sMZsyFpObcHPnkDPi0ca_d5ZqGHR1WbhHrw=,Survivor (6),345,2,2,5,5,0,0,1,1,0,0,0,0,0,4,0,0,7,11,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11298.00391,13042.06055,11298.00391,26.08003235,26.08003235
5s-Ho20-MTGjxGKIIHhvNTKpkTk0LM3XxwiQteCw1ws=,lachesism,324,0,1,7,0,7,1,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628.140137,3911.834473,2628.140137,0.679687738,0.679687738
IkaD6zQ084J8stHw7UKn8Lg2gm5CqE6NfhjeS_GMUTM=,Julian_born2inspire,54,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sOYGy8Ot5dpHC_LbRw-oA_DyK90b9A_iZi2F8Pbi-eg=,oMeli,35,0,0,10,3,7,0,2,2,0,0,0,0,0,3,0,0,9,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4095.831299,2409.485596,956.9765625,20.05491829,4.671918392
ZkdPFfDZTN9ogBuFcK9X98ZZvl69BdOC_AHLl_Tph9Q=,Dr.Mosquito,662,0,1,9,9,0,1,0,0,0,0,0,0,0,1,0,0,13,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7550.92334,17771.25977,7550.92334,23.45169449,13.71913433
-H9oQ2kNL1JZxAtqx5Gq33JzFsL3A-FPHntaFLj7US4=,zBrudy,1849,6,6,6,1,5,0,1,1,0,0,0,0,0,6,0,0,6,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2667.937988,3284.415283,2667.937988,22.57771873,10.75934696
1YqU0oiVXVtdt8Z7nT6n5xZ6o8lU-ctzi0z0y8yMH78=,Lang,816,3,3,3,3,0,3,1,1,0,0,0,0,0,14,0,0,2,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6491.521973,15936.82617,6927.440918,1.946424961,1.895758271
vztdSKZZ7vh8Dmy1p2CjkZKQfKAeysgGxcPG0h78FCI=,Cet,603,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.281354547,1.281354547
fh17OS3JZRYcXAUZURAL6zd9TpHtiEocVhPwQ_tK6J4=,billy bob,410,0.5,1,17,0,17,1,2,2,0,0,0,0,0,14,0,0,28,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,386.6811523,1836.893066,556.2407227,31.01900673,31.01900673
7irfu93R3zP3BMYFORmEG_jv9x3kHuX-SN82bV0fQ3Y=,HankTheTank,345,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3318.550293,0,0,2.016782999,2.016782999
qoyaAGKlZblqdy9au7rALsQ98YjYdUcRRIX7iQy_YBE=,Survivor (9),338,1.666666667,5,18,16,2,7,4,3,0,0,1,0,0,15,0,0,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3202.925781,13767.33008,7257.472656,165.9348907,165.9348907
FshsRCXJLN7-6uMZSv87ZYezxwhCzOm1fJP1ZKDNE_A=,[AAH] Latch,303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4118.657715,0,0,4.436769485,4.436769485
xSjzs4lHFPeElpzqk5xVi4lsqeYxlEdWWPurXlAWpn8=,Hitman,226,1,2,0,0,0,3,2,2,0,0,0,0,0,14,0,0,4,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1998.182251,12102.95898,4020.622559,2.475221157,2.475221157
uMjZRvogPMelL0XVFzcJDkn92mkBcHlp2YSsHt3dFwk=,valou,70,0,0,17,5,12,0,2,2,0,0,0,0,0,6,0,0,6,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391.313477,7568.214355,5950.460449,114.9088135,114.9088135
MIfrrzB_Ue4cCL4LDF56i3XpKCK2VM5IrUajw7S8S0Y=,FALCAO,137,0,0,18,2,16,0,2,2,0,0,0,0,0,6,0,0,29,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9419.870117,3592.165039,3213.86084,4.618135929,4.618135929
kySJKBERe2D50rkkg5iPlLTdk6dFsL7X8XZuarhtow8=,Timmy 2 Tap,162,0,0,42,20,22,3,2,2,0,0,0,0,0,7,0,0,30,44,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18149.49219,37310.08594,19999.36328,40.90917587,40.90917587
hwFqOozUQzmC6we3n4xNlqi3ptRSeze0qkLKi3zC1qE=,JEFF,628,0,2,8,0,8,1,0,0,0,0,0,0,0,8,0,0,13,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.1865234,557.2454224,157.1865234,6.931114197,6.931114197
