DistanceTraveled,DistanceTraveledHistorical,Exp,GUID,LongestKill,LongestShot,LongestSurvivedTime,PlayerName,UNKNOWN_TYPE,KDR,PLAYER_KILL,FRIENDLY_KILL,AI_KILL,Zombies_Killed,ZMB_KILL,ZMB_MIL_KILL,SUCIDE_DEATH,PLAYER_DEATH,FRIENDLY_DEATH,Total_Deaths,AI_DEATH,TBD_DEATH,CARCRASH_DEATH,HELICRASH_DEATH,ZMB_DEATH,UNKNOWN_DEATH,UNKNOWN_BLEEDDEATH,CUTS,BLEED_OUT,Accuracy,SHOTS_FIRED,SHOTS_HIT,DOOR_LOCKED,ANIMAL_KILL_HEN,ANIMAL_KILL_GOAT,ANIMAL_KILL_PIG,ANIMAL_KILL_COW,ANIMAL_KILL_DEER,ANIMAL_KILL_BEAR,ANIMAL_KILL_WOLF,BODIES_BURIED,BANDAGE_SELF,BANDAGE_TARGET,MEDICATE_SELF,MEDICATE_TARGET,CPR_TARGET,SALINE_SELF,SALINE_TARGET,BLOOD_SELF,BLOOD_SELF,TREES_CUT,HARVESTED_CANNABIS,HARVESTED_WEED,HARVESTED_KUSH,HARVESTED_BLUEWEED,HARVESTED_COCA,HARVESTED_PUMKIN,HARVESTED_PEPPER,HARVESTED_ZUCCHINI,HARVESTED_TOMATO,HARVESTED_PATATO,HARVESTED_TABACCO,REPAIRED_CLOTHES,CLEAN_WEAPON,BUILT_FENCE,BUILT_WATCHTOWER,BUILT_BBPTIER1,"BUILT_BBPTIER2""""",BUILT_BBPTIER3,RAID_FENCE,RAID_WATCHTOWER,RAID_BBPTIER1,RAID_BBPTIER2,RAID_BBPTIER3,HACK_TENT,HACK_FENCE,HACK_BBPTIER1,HACK_BBPTIER2,HACK_BBPTIER3,HEADSHOT,EVENT_KINGOFTHEHILL,EVENT_BOUNTYHUNTER,EVENT_BOUNTYTARGET,EVENT_AIRDROP,SurvivedTime,SurvivedTimeHistorical
0,14728.54883,844,f9hWm2fqkFJat9kC2l9BTXfBSRRY6OVmcOC6cUEBk8M=,120.2147751,120.2147751,7031.208984,Saky-95,0,2,2,0,0,2,0,2,2,1,0,1,0,0,0,0,0,0,0,4,0,0.057142857,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7068.612305
0,22249.28516,843,oTDuGnpn4ardlPG3yaYmK2ho8YQ_SHE4iG4mbXezKMo=,41.59817886,41.59817886,6308.855469,Ace,0,0.5,1,0,0,21,10,11,1,2,0,2,0,0,0,0,0,0,0,11,0,0.06122449,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13141.86523
0,16320.13574,842,aD6sYFk5YFtnCgbtoUEgyYoOXfNV_0bk1eyp3sW6_aM=,59.30656433,59.30656433,4734.936523,KevIsGamin,0,1.75,7,0,0,15,6,9,10,4,0,5,0,0,0,0,1,0,0,14,0,0.170940171,117,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8050.535156
28080.87109,0,842,wjK6fH87OJDyhA2XtBng4Td3sxbhlEIt69uckgvxU3k=,1.938131332,2.060000896,24399.03516,domitwa,0,0,1,0,0,42,37,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0.129032258,31,4,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24399.03516,0
90759.94531,76045.67969,842,77r0Uja8N0_akYgSjYpg70l-6cyeW9-tDERb0ceQCX8=,15.43861103,15.43861103,66900.14063,Square,0,2,2,0,0,62,50,12,1,1,0,2,0,0,0,0,0,1,0,9,0,0.096774194,248,24,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66900.14063,54871.4375
2507.317383,65743.97656,842,mlyVRmNEH40SPLiS_mcXl3kX5Fc7U_ODPgpGIgH7F1I=,211.8596802,245.5300598,18789.36914,[AD] xD1rty30,0,1.333333333,8,0,0,25,1,24,70,6,0,6,0,0,0,0,0,0,0,13,0,0.043219076,671,29,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,440.2758789,26113.4082
0,111736.2891,841,E9WhPZPiTN2zEDcZJ2Vewk620n30SqPeuwhTge7AmcI=,273.818573,273.818573,20748.71875,Jamal,0,1,7,0,0,63,46,17,18,7,0,9,0,0,0,0,2,0,0,26,0,0.207692308,260,54,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,1,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,51435.32422
9409.648438,2306.909668,841,TJ8sse05epLbBOMSwCj_vTBO_RSDSSXirgdIPjiloNM=,0,0,4195.917969,Rupture,0,0,0,0,0,69,38,31,1,0,0,0,0,0,0,0,0,0,0,2,0,0.166666667,102,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4195.917969,1331.165039
93216.10938,0,840,qdWbIVx1gFtw2c5Ds44N7FGuLfUi4DEVWHhES__utoQ=,0,0,28545.21289,Novice,0,0,0,0,0,54,2,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0.167682927,328,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28545.21289,0
0,54784.77734,840,hPT2Tahn3D12rvRl3_LSMEv38xBVHRMvanITSYDGGuQ=,325.1072083,325.1072083,5114.270508,Survivor (5),0,1,3,0,0,36,23,13,5,3,0,3,0,0,0,0,0,0,0,17,0,0.137931034,203,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18096.2832
0,119454.1563,840,t6dEsuZIbO3TWcyrDoYbEd6jwaE1gvT4tNizqOnK9Po=,77.37783051,162.7901154,28112.10938,[LDG] Lethal Macpack,0,6,6,0,0,10,6,4,22,1,0,2,0,0,0,0,1,0,0,17,0,0.058608059,546,32,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63293.83984
634.0097046,200682.2188,833,aMjG2g2a0WObWHe0jQZ8BbElRfUU7TdTX4I574RR6bo=,132.3596344,132.3596344,27559.81445,Yung dolf with tha drip,0,0.916666667,11,0,0,284,159,125,95,12,0,13,0,0,1,0,0,0,0,22,0,0.146480331,1932,283,0,4,0,0,6,1,0,0,0,25,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,705.7496948,120873.7188
11877.62988,42745.90234,833,B5FsZ5aa67SFJIIC28rSLSxifG8Xy0ZWbNV7UHlIX18=,40.3396492,40.3396492,12898.63672,Daniel,0,2.5,5,0,0,20,12,8,0,2,0,3,0,0,0,0,1,0,0,9,0,0.048048048,333,16,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10586.38965,29325.25977
35510.8125,2801.398193,832,QT2cFkiJKLEH2RIbRfKaF09NILM9wSBHnh0r6hKN1bw=,8.305614471,8.305614471,47770.00781,Deathrowjoe,0,0,0,0,0,152,132,20,0,1,0,1,0,0,0,0,0,0,0,11,0,0.286585366,328,94,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47770.00781,2464.878174
16072.68262,20807.56055,831,aqt8JHPw95sm633HTSqHAeH5suY-L3usc5obILYNct8=,8.417768478,8.417768478,27770.0957,ballistixkid01,0,0.333333333,1,0,0,51,41,10,2,3,0,4,0,0,0,0,1,0,0,14,0,0.244274809,131,32,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27770.0957,11062.29492
19758.4082,7241.415039,831,XfTO-VEUo4C7D8gmLIsGvubW_jaEiwmaXFjaxNYaYIQ=,206.6634369,206.6634369,8699.832031,MrMetal,0,1,2,0,0,6,1,5,0,2,0,2,0,0,0,0,0,0,0,4,0,0.15,20,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8699.832031,2443.983154
0,67893.89063,829,egzkYDj4PhSaDsPPOpqKdkWjdNdmQ_g13hNWvW5cMmc=,94.88422394,94.88422394,15397.48242,Derek Chauvin,0,1,2,0,0,78,33,45,9,2,0,2,0,0,0,0,0,0,0,10,0,0.18627451,306,57,8,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25564.74609
13147.19434,235820.2813,829,O1CCzluD-S_yMC_9i-cpt3f0pU5-XmykZ0PbvavfxJE=,634.3692627,634.3692627,15992.58691,Barba Ruiva,0,0.647058824,11,0,0,46,24,22,48,17,0,17,0,0,0,0,0,0,0,37,0,0.069128788,1056,73,0,0,0,0,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4069.905518,89941.89844
0,25399.76758,828,aj5v9Jx5JigEOM0vGCKduAB0bHN2eDDwoLJox1K7mQA=,16.9131279,16.9131279,4981.509766,Alien,0,0.5,2,0,0,11,0,11,1,4,0,4,0,0,0,0,0,0,0,16,0,0.098958333,192,19,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10838.25586
14823.13477,124474.8203,826,xrqecQJ5dVLFmA03--aQfWda2QSdI91CS3nlOINOKoU=,301.9498596,301.9498596,26905.44922,syncer,0,1.142857143,8,0,0,52,6,46,2,7,0,7,0,0,0,0,0,0,0,19,0,0.121212121,495,60,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5762.525391,52891.10938
0,31829.06055,825,7SpwltZVZqt0gc-8Dcuk1uBbMPiYpaM4HwMbEc1bkIs=,467.2192993,467.2192993,10196.82324,how you doing?,0,4,4,0,0,1,0,1,25,1,0,1,0,0,0,0,0,0,0,9,0,0.25,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11166.02148
0,3026.764648,825,tFaEmK7SI5fcWe_FCo_KBGFrsarZt2f9SR4IVTyIRI8=,56.56871796,436.4116821,3080.021484,Jhin,0,3,3,0,0,5,0,5,6,1,0,1,0,0,0,0,0,0,0,2,0,0.12244898,49,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3214.067627
1743.239868,5215.476563,819,IyPdVl_K7Otv5jBata9R2LdBxFQI4RZdQJmOjyZICqY=,10.88186455,47.2747345,2642.550537,megaBOT,0,1,3,0,0,4,0,4,4,3,0,3,0,0,0,0,0,0,0,10,0,0.116564417,163,19,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2383.860352,4392.48584
0,70052.75,818,uxtsBv6mEc_cA2m1fmCtTxdkl4MWz9v7IGStw7VJL-4=,184.3276367,184.3276367,14770.7793,BoogNemo,0,0.333333333,2,0,0,76,2,74,2,6,0,6,0,0,0,0,0,0,0,19,0,0.273127753,227,62,0,0,0,0,0,0,0,1,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30268.20703
110828.3281,12276.66016,818,BTmc8NhypWN6yVc2Is7vi1g5iI2KrjKm95gR2oXF-uY=,53.94227219,53.94227219,50632.26563,Klauz,0,2,2,0,0,39,33,6,1,1,0,1,0,0,0,0,0,0,0,8,0,0.130434783,92,12,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50632.26563,4821.022461
0,243240.9063,818,f2WHTAc0qthnN2-00FSCJVT8bVvoczUgyKUJB-cM90g=,382.684082,382.684082,23027.92188,PureNY,0,0.444444444,8,0,0,121,34,87,16,18,0,18,0,0,0,0,0,0,0,47,0,0.102003643,549,56,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,22,5,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,149624.25
32619.13086,82501.36719,816,JOFyQ-XDJOlfKmFvHEk8vA31mGjjqtJgSVp4HNxADZw=,195.222641,195.222641,15612.73633,JSIN,0,2,6,0,0,60,47,13,33,3,0,3,0,0,0,0,0,0,0,4,0,0.109947644,573,63,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11509.45996,27650.74609
28426.35352,268093.75,816,328Irt6V1ZleVDfpUuPL7_Btt1uu1fzMmGorM6lPaQU=,90.75376892,90.75376892,50851.60547,Badger_Bob,0,0.8,4,0,0,106,50,56,34,5,0,5,0,0,0,0,0,0,0,37,0,0.077828054,1105,86,3,0,0,0,0,2,0,1,0,26,3,0,0,0,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15109.09961,153718.0469
3147.079346,321081.7813,813,0SU45Rq-p1HxD11by_nFZlUP0rju2XaZSqu8UCTom6g=,12.60758114,12.60758114,147589.4844,krazy_killer22,0,1,2,0,0,85,74,11,5,2,0,3,0,0,1,0,0,0,0,9,0,0.098591549,213,21,0,2,3,0,2,0,0,0,0,8,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569.34375,205272.3438
22176.61328,40180.66797,811,hJ9i9kAH1y-8l5khZ6O4VrxFEXa06lPKHA7jneWesN8=,85.30719757,85.30719757,14790.2793,WalrusBoy7777,0,1,2,0,0,42,24,18,5,2,0,3,0,0,0,0,1,0,0,15,0,0.185430464,151,28,0,2,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14790.2793,16736.32617
0,187677.4063,811,mbIxkm9E3kt-8Q-HShRYMvACkdUfCvgVxAQY3RPYzCQ=,245.2743988,351.7896729,34888.71094,[SBEL]  SniperDynasty ,4,0.655172414,19,0,0,152,62,90,176,29,0,29,0,0,0,0,0,0,0,66,0,0.055968018,1751,98,4,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,93408.14063
0,24336.04492,810,LTkJUpVLPjBqRHfXSdQ4ShhcI0d4RKLY3r-xWe7cSTI=,229.8841248,229.8841248,6165.196289,GarryBearyAF,0,1,8,0,0,6,0,6,24,8,0,8,0,0,0,0,0,0,0,31,0,0.087719298,114,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13875.25977
0,71460.8125,809,YrAd1I7Ba1DBbof8RDD9i_-bJpvwuVdm9I3oaoN9ZQ4=,46.39320755,46.39320755,34604.02734,SimpinNotPimpin,0,1.333333333,4,0,0,40,24,16,1,3,0,3,0,0,0,0,0,0,0,12,0,0.081218274,197,16,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42978.33594
34114.35938,293783.4688,807,AHx6GkSC9DdI1fC3v9xf32kswFvJ-_s0yg_pggRWRc8=,125.3193054,125.3193054,36366.33594,Gordon Freeman,0,0.6,6,0,0,48,28,20,64,10,0,10,0,0,0,0,0,0,0,28,0,0.056390977,266,15,0,3,3,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,7,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13819.00293,161950.0938
33106.27344,20342.00391,805,uPUr6__vxP-0TIxwdLfKETQ6HwFM0-Usn7eLFRbh7F4=,0,0,20326.75781,SFX_SanDix,0,0,0,0,0,117,29,88,1,0,0,0,0,0,0,0,0,0,0,7,0,0.230978261,368,85,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17592.83984,20326.75781
24646.06445,2944.96875,805,Yf23M-rYBYp7SGLhDcEQ5Kcx-DqT74FzW0qlQeOsbCE=,12.5031147,12.5031147,16778.54883,Kinny,0,1,1,0,0,42,7,35,0,1,0,1,0,0,0,0,0,0,0,4,0,0.103448276,232,24,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16778.54883,1329.276123
295.2766418,15210.49414,804,wZsqQT7qGHP60HroOAJ_rIfBlvXqKxd66oCpYiyVdM4=,48.97398758,48.97398758,3916.019287,Baudd,0,0.666666667,2,0,0,12,0,12,17,3,0,3,0,0,0,0,0,0,0,6,0,0.12295082,122,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,177.1862793,8650.246094
1343.811157,6223.944336,804,ssjlG-thFgT-5EzrKqPO0pJlsNe84ND7cWZmCoAU2sk=,482.9211121,482.9211121,7318.908203,Jack Mc chesse,0,0.8,4,0,0,1,0,1,2,5,0,5,0,0,0,0,0,0,0,17,0,0.079646018,113,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,750.1928101,4101.523438
300.1812439,17820.66602,801,QLpxJht-hqQ-mhHw_5JapWhpOwXnU0N0vIG5nG-AuQo=,398.5463867,398.5463867,5202.194336,C papi,0,1.4,7,0,0,39,2,37,28,5,0,6,0,0,0,0,1,0,0,26,0,0.064393939,264,17,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,425.3161621,12697.1543
0,5273.20752,800,QUbne5F804E22ajTak8DAkjzq-_l9H8wu6GyWgqbss4=,6.885387421,6.885387421,2026.464355,yuri,0,1,2,0,0,3,0,3,4,2,0,2,0,0,0,0,0,0,0,17,0,0.1875,16,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2863.788574
0,20113.69531,800,xoBiFoPE-zOPSPFbiH6CQI1B437J7uv9JLYfixX1UIc=,19.22901535,19.22901535,7029.022949,Awscar,0,2,4,0,0,5,0,5,12,2,0,3,0,0,0,0,1,0,0,7,0,0.017857143,56,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10567.59863
12830.73828,140189.5938,799,-1zeX2vzhiIQjGpxH1m47th9N75ppI-0FXpZQ3-mzjE=,31.40378571,31.40378571,23877.94141,#NAME?,0,0.4,2,0,0,137,68,69,15,5,0,5,0,0,0,0,0,0,0,17,0,0.121387283,346,42,0,1,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6587.542969,80600.84375
44046.92188,84893.71875,799,UbYL50NJzovHuYTt6XZCyPfzZrusPRJkqg65U1ZhMqI=,6.137325287,6.137325287,73805.73438,Dabutterking,0,1,1,0,0,81,64,17,12,1,0,1,0,0,0,0,0,0,0,8,0,0.119647355,794,95,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26324.47266,73862.125
0,19445.49805,799,CVlXf96jullSbtca0xMiEBvbOU4083DVBEoEjde6P3Y=,41.72290421,41.72290421,10616.87988,Killa,0,2,4,0,0,20,4,16,8,2,0,2,0,0,0,0,0,0,0,8,0,0.11023622,254,28,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15391.87109
35398.99609,3377.558594,797,Yb-m2WOT7VYspaneKNbifLkP_qK3jLbvDTMv-XtQsDw=,98.05542755,374.0864868,39177.10938,[LDG] smxth,0,2,2,0,0,16,15,1,9,1,0,1,0,0,0,0,0,0,0,5,0,0.101796407,167,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39177.10938,1878.442627
0,63983.21875,797,GkdWVXxsrNcUFn0tA0hkzQIFjeVYSF-lb1DcntXTbcs=,1.319402814,1.319402814,11323.0625,[069] FreaKK_BoY,0,0,0,0,0,130,12,118,6,1,0,1,0,0,0,0,0,0,0,9,0,0.083389375,1487,124,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20130.73438
3153.06665,415285.2188,796,7AX1jtdQpwoomLSb4mPNOH1xxSpQ1vNrRmNsBPzEqi4=,202.3005219,202.3005219,67604.07031,[TB]Trish,0,0.166666667,2,0,0,130,19,111,17,12,0,12,0,0,0,0,0,0,0,45,0,0.131944444,432,57,0,3,3,0,5,0,0,0,0,22,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2179.073242,201970.75
0,23929.05273,795,ICyavnBPSm1tib3bXrif4SfCVFjdTJINYxynAnbcEFA=,4.339938641,12.23922729,14434.84668,Lufer,0,0,2,0,0,19,5,14,2,0,0,1,0,0,0,0,1,0,0,3,0,0.140625,64,9,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14440.25977
12922.7627,34795.6875,793,Uvr74YYLXCPGteFzp-RlqhSoD6OXHHo8ss1eUvb9skQ=,153.3020325,223.5516663,26732.38867,riosjasso,0,1.666666667,5,0,0,12,6,6,18,3,0,3,0,0,0,0,0,0,0,11,0,0.305555556,36,11,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17273.73438,41276.625
16906.07227,0,793,IpO86JOjukJ8gst-u1T0vyClLa8Qx_0tn7H9NCPAWRs=,2.21335721,2.21335721,6888.493164,Squinty,0,0,1,0,0,34,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261363636,88,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6888.493164,0
47196.13672,0,793,TUJjJguZwjg3R4KEgylX6quiPjc5EQ_5HkBl0IkO_Ww=,1.660427809,3.736579657,42575.86719,Alshmik,0,0,2,0,0,24,23,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.083333333,120,10,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42575.86719,0
0,117020.5313,792,h5Z2PPkXTVzNG7HL4cPNEkdsHMf-d78GtxDaaeYCzYc=,237.8998718,237.8998718,12586.31641,Tom,0,0.5625,9,0,0,57,25,32,133,16,0,16,0,0,0,0,0,0,0,38,0,0.042296073,993,42,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,62107.50391
